X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,PermitType,FeatureType,RMASection,ActivityText,Location,fmDate,toDate,GIS_TerritorialAuthority,GIS_Catchment,GIS_CWMSZone,GIS_Runanga,NZTMX,NZTMY
1509091.8483,5175954.4473,CRC 147566.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Lot 2 Leaches Road, Hororata",2014-07-14,2029-07-14,Selwyn District,6822100 - Washpen Creek Water Race,Selwyn - Waihora,Taumutu,1509091,5175954
1559993.6901,5178928.2482,CRC 212829.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,Unknown,Unknown,"5 Brixton Street, ISLINGTON",2021-01-07,2035-05-11,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1559993,5178928
1559993.6901,5178928.2482,CRC 212829.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,Unknown,Unknown,"5 Brixton Street, ISLINGTON",2021-01-07,2035-05-11,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1559993,5178928
1574138.3348,5177079.4981,CRC 64054.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Powder Coating,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"65A Maunsell Street, WOOLSTON",2006-07-06,2041-07-06,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1574138,5177079
1677377.5456,5331464.6845,CRC 220640.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Discharge Point,s15(2A) Other Discharge to Air,Discharge Contaminant into Air,"Main North Line between 125 km MNL (south of Phoebe Station) and 330 km MNL (north of Tunnel 24), Kaikoura",2022-12-13,2032-11-30,Coastal Marine Area,6210000 - Clarence River,Kaikoura,Kaikoura,1677377,5331464
1576847.3193,5174850.4931,CRC 50446.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"74 Bridle Path Road, Morgans Valley, HEATHCOTE",2004-09-22,2039-09-22,Christchurch City,6664100 - Truscotts Road Outfall,Christchurch - West Melton,Tuahuriri,1576847,5174850
1449933.7879,5102834.7214,CRC 162716.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Main Waitohi Road and River Road, WAITOHI",2015-10-07,2046-04-28,Timaru District,6960230 - Raupo Creek,Orari-Temuka-Opihi-Pareora,Arowhenua,1449933,5102834
1474227.7057,5151938.1075,CRC 231410.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"120 Anama Station Road, Mayfield",2022-07-12,2030-06-03,Ashburton District,6880300 - Ashburton River South Branch,Ashburton,Arowhenua,1474227,5151938
1529653.4538,5182375.5492,CRC 21026.20,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Telegraph Road, DARFIELD",2012-01-24,2037-03-12,Selwyn District,6822500 - Kowai/Waimak Water Race,Selwyn - Waihora,Taumutu,1529653,5182375
1575197.8201,5179888.4161,CRC 961780.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"181 Maces Road, CHRISTCHURCH",1997-02-03,2032-01-30,Christchurch City,6665000 - Linwood Ave Canal,Christchurch - West Melton,Tuahuriri,1575197,5179888
1554457.5291,5181619.3185,CRC 204350.00,Discharge Permit (s15),New Consent,Issued - Inactive,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"552, 562, 572 and 582 West Coast Road and 52, 68, 80 and 92 Kettlewell Drive, Yaldhurst, Yaldhurst",2021-08-06,2041-08-06,Christchurch City,6821000 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1554457,5181619
1470971.1195,5104841.841,CRC 220451.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Corner Mackle Road & Rolleston Road, CLANDEBOYE",2021-06-14,2027-03-30,Timaru District,6950200 - Rhodes Creek,Orari-Temuka-Opihi-Pareora,Arowhenua,1470971,5104841
1559103.9331,5180787.5434,CRC 960393.20,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Pound Road, TEMPLETON",2011-06-02,2031-06-19,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1559103,5180787
1450811.1181,5064627.5375,CRC 122504.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Land Adjacent Springbank Road, Hillboro Road and Marshalls Road, OTAIO",2012-06-15,2047-06-15,Waimate District,7040000 - Kohika Stream,Lower Waitaki - South Coastal Canterbury,Waihao,1450811,5064627
1574118.335,5177299.41,CRC 962023.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Metal Works,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"17-19 Garlands Road, WOOLSTON",1997-10-14,2032-10-10,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1574118,5177299
1575257.7349,5182217.4963,CRC 61121.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"172 Wainoni Road, CHRISTCHURCH",2005-11-03,2040-11-02,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1575257,5182217
1572099.0961,5178488.8711,CRC 961808.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"15 Lismore Street, CHRISTCHURCH",1996-08-26,2031-08-21,Christchurch City,6664400 - Jacksons Creek Eastern Outfall,Christchurch - West Melton,Tuahuriri,1572099,5178488
1577256.8692,5185976.0511,CRC 51143.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"97 Aston Drive, NORTH SHORE",2007-04-30,2039-10-29,Christchurch City,6640020 - North Waimari Beach,Christchurch - West Melton,Tuahuriri,1577256,5185976
1556525.1068,5166652.0157,CRC 195167.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Discharge Point,s15(2A) Other Discharge to Air,Discharge Contaminant into Air,"1486-1506 Springs Road, Lincoln",2019-10-21,2024-10-21,Selwyn District,6790900 - Bartleys Drain,Selwyn - Waihora,Taumutu,1556525,5166652
1560559.3417,5179335.2375,CRC 155698.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"31 Gilberthorpes Road, Christchurch",2015-05-26,2050-05-26,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560559,5179335
1561882.7182,5186535.5653,CRC 156979.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"374 Mcleans Island Road, HAREWOOD",2015-04-28,2047-03-13,Christchurch City,6640500 - South Branch (south side),Christchurch - West Melton,Tuahuriri,1561882,5186535
1571507.1698,5185927.3736,CRC 161275.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"83 Walters Road, CHRISTCHURCH",2015-08-24,2031-07-31,Christchurch City,6640150 - Rhodes Main Drain,Christchurch - West Melton,Tuahuriri,1571507,5185927
1570719.523,5182027.4549,CRC 990911.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Wood Waste,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"1062 Colombo Street, EDGEWARE",1998-12-11,2033-12-09,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1570719,5182027
1496816.7291,5141312.0331,CRC 31635.20,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Rawles Crossing Road, GREENSTREET",2012-07-31,2038-07-10,Ashburton District,6880300 - Ashburton River South Branch,Ashburton,Arowhenua,1496816,5141312
1459849.1981,5087489.7037,CRC 971380.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Treneglos Street, WASHDYKE",1997-07-04,2032-07-02,Timaru District,6970000 - Levels and Seadown Plains Area,Orari-Temuka-Opihi-Pareora,Arowhenua,1459849,5087489
1482632.4821,5127791.5616,CRC 83225.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Intensive Farming,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Hinds Arundel Road to Liddles Road, HINDS",2008-07-18,2038-07-17,Ashburton District,6910000 - Hinds River,Ashburton,Arowhenua,1482632,5127791
1571709.3701,5175380.077,CRC 51931.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"7 Runswick Lane, HUNTSBURY HILL",2005-02-02,2040-02-01,Christchurch City,6664700 - Sibleys Drain,Christchurch - West Melton,Tuahuriri,1571709,5175380
1588307.2629,5264736.469,CRC 93736.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 St Leonards Road, CULVERDEN",2009-06-24,2044-06-23,Hurunui District,6510700 - Pahau River,Hurunui - Waiau,Kaikoura,1588307,5264736
1560294.8971,5159285.5984,CRC 90039.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Gilmours Road, TAI TAPU",2008-08-11,2043-08-07,Selwyn District,6830000 - Lake Ellesmere,Selwyn - Waihora,Taumutu,1560294,5159285
1568325.6519,5186262.055,CRC 161615.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"2 Sonia Place, Casebrook, Christchurch",2015-09-16,2030-09-16,Christchurch City,6640170 - Railway Styx Drain,Christchurch - West Melton,Tuahuriri,1568325,5186262
1571205.9442,5194303.0788,CRC 168574.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"67 Main North Road, KAIAPOI",2016-07-25,2027-11-26,Waimakariri District,6640410 - Courtney Stream,Waimakariri,Tuahuriri,1571205,5194303
1575997.5837,5177149.534,CRC 961646.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Wood Waste,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"1014 Ferry Road, CHRISTCHURCH",1996-04-15,2031-04-10,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1575997,5177149
1563872.2423,5179098.34,CRC 30290.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"175 Main South Road, CHRISTCHURCH",2002-09-23,2037-09-20,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1563872,5179098
1461844.0515,5099841.1433,CRC 212189.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"45 Wilmshurst Road, Temuka",2020-12-14,2045-12-14,Timaru District,6960200 - Temuka River,Orari-Temuka-Opihi-Pareora,Arowhenua,1461844,5099841
1562354.4647,5185164.9495,CRC 155108.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Christchurch International Airport, HAREWOOD",2015-03-05,2043-06-10,Christchurch City,6820900 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1562354,5185164
1560723.5073,5177108.9418,CRC 31721.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"10 Klondyke Drive, HORNBY",2003-05-30,2038-05-29,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560723,5177108
1568590.5359,5176819.3858,CRC 992477.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"1 Hennessey Place, SPREYDON",2007-06-27,2034-07-13,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1568590,5176819
1510144.5779,5135995.9577,CRC 714.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Seafield Road, PENDARVES",2000-02-09,2034-12-17,Ashburton District,6860500 - Pendarves Area,Ashburton,Arowhenua,1510144,5135995
1562062.7691,5214345.7815,CRC 60747.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"580 Carrs Road, NOTH LOBURN",2005-09-21,2040-09-21,Waimakariri District,6620400 - Makerikeri River,Waimakariri,Tuahuriri,1562062,5214345
1446871.3536,5047686.7503,CRC 80182.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"29 Adams Road, WAIMATE",2007-08-17,2042-08-14,Waimate District,7070200 - Waituna Stream,Lower Waitaki - South Coastal Canterbury,Waihao,1446871,5047686
1575347.8205,5177919.2043,CRC 51555.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"69 Ti Rakau Drive, BROOKHAVEN",2004-12-14,2039-12-13,Christchurch City,6665000 - Linwood Ave Canal,Christchurch - West Melton,Tuahuriri,1575347,5177919
1565841.5172,5178638.5856,CRC 40515.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"45 Lunns Road, SOCKBURN",2003-11-07,2038-11-06,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1565841,5178638
1556924.8612,5177828.5058,CRC 42268.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"28 Colchester Place, TEMPLETON",2004-05-11,2039-05-10,Christchurch City,6821000 - Waimakariri Water Race,Selwyn - Waihora,Tuahuriri,1556924,5177828
1550987.9124,5174520.9688,CRC 160370.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Roading/Construction,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Jones Road, Rolleston, Christchurch",2015-09-21,2050-09-21,Selwyn District,6821100 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1550987,5174520
1573368.6607,5176589.6646,CRC 60653.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"407 Port Hills Road, HILLSBOROUGH",2005-09-02,2040-09-01,Christchurch City,6664300 - Hilsborough Outfall,Christchurch - West Melton,Tuahuriri,1573368,5176589
1569939.8792,5180318.089,CRC 50380.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Rolleston Avenue, CHRISTCHURCH",2004-10-19,2039-10-18,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1569939,5180318
1565001.834,5178678.5393,CRC 168329.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"9 Kilronan Place, MIDDLETON",2016-05-02,2043-03-13,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1565001,5178678
1536082.8848,5183765.9045,CRC 155257.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"22 Tramway Road, Kirwee",2015-03-06,2035-03-06,Selwyn District,6822500 - Kowai/Waimak Water Race,Selwyn - Waihora,Taumutu,1536082,5183765
1562332.7482,5180777.6647,CRC 41750.20,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"51A Ben Nevis Drive, AVONHEAD",2006-07-17,2039-03-10,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1562332,5180777
1498621.479,5138625.2408,CRC 157809.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"37C/37D McNally Street, Alleton, Ashburton",2016-04-22,2051-04-22,Ashburton District,6880000 - Ashburton River,Ashburton,Arowhenua,1498621,5138625
1490864.6434,5161906.9505,CRC 204712.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"2510 Ashburton Methven Road, METHVEN",2020-06-03,2035-07-07,Ashburton District,6880320 - Mt Harding Stream,Ashburton,Arowhenua,1490864,5161906
1472605.1201,5136686.8892,CRC 203136.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"450 Barnswood Road, Lismore",2020-04-06,2042-06-19,Ashburton District,6920100 - Ruapuna Plains Area,Ashburton,Arowhenua,1472605,5136686
1444254.3483,5028876.6607,CRC 120134.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Pikes Point Road, PIKES POINT",2011-09-12,2046-09-12,Waimate District,7110150 - Whitneys Creek,Lower Waitaki - South Coastal Canterbury,Waihao,1444254,5028876
1568470.2448,5187835.2008,CRC 60433.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"23 Glen Oaks Drive, HAMPTON GRANGE",2005-08-24,2040-08-18,Christchurch City,6640100 - Styx River,Christchurch - West Melton,Tuahuriri,1568470,5187835
1511515.4796,5129997.8746,CRC 120109.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Wrights Road, WAKANUI",2011-11-04,2046-11-04,Ashburton District,6860500 - Pendarves Area,Ashburton,Arowhenua,1511515,5129997
1477536.6388,5164944.7625,CRC 122058.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"255 Springburn Bushside Road, STAVELEY",2012-05-21,2047-05-17,Ashburton District,6880500 - Taylors Stream,Ashburton,Arowhenua,1477536,5164944
1499346.9668,5137303.4232,CRC 52079.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"154 Dobson Street, ASHBURTON",2005-04-19,2040-04-19,Ashburton District,6880000 - Ashburton River,Ashburton,Arowhenua,1499346,5137303
1567320.6382,5203169.5826,CRC 54177.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Bulk Material Processing,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"23 Southbrook Road, RANGIORA",2006-01-17,2041-01-17,Waimakariri District,6640420 - Cam River,Waimakariri,Tuahuriri,1567320,5203169
1575577.5387,5185696.135,CRC 990725.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"6 Inwoods Road, PARKLANDS",2007-07-27,2033-12-09,Christchurch City,6668100 - Barkers Drain,Christchurch - West Melton,Tuahuriri,1575577,5185696
1561486.8687,5160430.0362,CRC 221612.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Hudsons Road, GREENPARK",2021-07-08,2027-10-31,Selwyn District,6830600 - Osbornes Drain,Selwyn - Waihora,Taumutu,1561486,5160430
1561003.2783,5179837.9587,CRC 51237.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"18 Kaniere Avenue, CHRISTCHURCH",2004-11-29,2039-11-29,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1561003,5179837
1563002.5441,5179668.0966,CRC 921819.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Food/Animal Cooking,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"29-33 Buchanans Road, SOCKBURN",1993-10-21,2028-04-30,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1563002,5179668
1567450.6385,5205948.5844,CRC 90979.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"125 East Belt, RANGIORA",2008-11-05,2043-11-04,Waimakariri District,6640420 - Cam River,Waimakariri,Tuahuriri,1567450,5205948
1589780.2611,5266232.849,CRC 220355.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"202 Mouse Point Road, CULVERDEN",2021-07-27,2039-01-30,Hurunui District,6510700 - Pahau River,Hurunui - Waiau,Kaikoura,1589780,5266232
1569080.3598,5176469.5414,CRC 51653.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"37 Conway Street, SPREYDON",2004-12-23,2039-12-22,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1569080,5176469
1622351.4876,5271341.1678,CRC 153079.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Sisters Road, Parnassus",2014-11-21,2029-11-21,Hurunui District,6460000 - Waiau River,Hurunui - Waiau,Kaikoura,1622351,5271341
1576897.4372,5171481.8691,CRC 101142.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Charlotte Jane Quay, LYTTELTON",2009-11-17,2029-11-12,Christchurch City,6672200 - Port Lyttelton,Banks Peninsula,Rapaki,1576897,5171481
1572798.8282,5178228.997,CRC 16.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"26 Sullivan Avenue, WOOLSTON",1999-08-03,2034-07-30,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1572798,5178228
1530447.7192,5162239.0892,CRC 231071.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Heslerton Road, DUNSANDEL",2022-06-01,2043-09-04,Selwyn District,6820300 - Rakaia I Water Race,Selwyn - Waihora,Taumutu,1530447,5162239
1572199.013,5179788.3664,CRC 971117.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"38 Saxon Street, LINWOOD",1999-07-23,2032-01-15,Christchurch City,6665000 - Linwood Ave Canal,Christchurch - West Melton,Tuahuriri,1572199,5179788
1543331.0166,5159603.7961,CRC 121283.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Burnham and Brookside Road, LEESTON",2014-05-06,2027-10-31,Selwyn District,6831910 - Grahams Road Drain,Selwyn - Waihora,Taumutu,1543331,5159603
1567600.7867,5179288.2033,CRC 152397.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"66 Princess Street, CHRISTCHURCH",2014-12-19,2034-10-08,Christchurch City,6668600 - Addington Drain,Christchurch - West Melton,Tuahuriri,1567600,5179288
1522318.072,5154992.7223,CRC 22159.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Abrasive Blasting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Acton Road, RAKAIA",2005-12-20,2040-12-16,Ashburton District,6850000 - Rakaia River,Ashburton,Arowhenua,1522318,5154992
1564481.9001,5182057.2634,CRC 54274.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"18 Shaftesbury Street, AVONHEAD",2005-06-07,2040-06-03,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1564481,5182057
1559819.1586,5175919.8772,CRC 154372.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"110 Aberdeen Road, Prebbleton",2015-01-28,2035-01-28,Selwyn District,6821000 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1559819,5175919
1569156.695,5191107.9834,CRC 136269.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"251 Coutts Island Road, Belfast",2013-05-23,2048-05-23,Christchurch City,6640500 - South Branch (south side),Christchurch - West Melton,Tuahuriri,1569156,5191107
1573468.4905,5180488.1306,CRC 42273.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"52B Surrey Street, LINWOOD",2004-05-11,2039-05-10,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1573468,5180488
